Time,Ax,Ay,Az
5.70,-1.00,0.01,-0.18
5.81,-0.95,0.04,-0.01
5.91,-0.91,0.00,-0.09
6.01,-0.89,0.22,-0.13
6.12,-0.93,0.02,-0.07
6.22,-0.96,0.02,-0.17
6.32,-1.09,0.05,-0.12
6.43,-1.12,-0.00,-0.10
6.53,-0.85,-0.00,-0.03
6.63,-0.82,-0.03,-0.12
6.74,-0.89,-0.04,-0.16
6.84,-0.93,0.05,-0.12
6.94,-1.05,0.04,-0.11
7.05,-0.99,0.04,-0.10
7.15,-0.92,0.03,-0.19
7.25,-1.02,0.05,-0.08
7.36,-0.97,0.01,-0.06
7.46,-1.16,0.06,-0.05
7.56,-1.08,0.01,0.03
7.67,-1.27,0.06,-0.03
7.77,-1.00,-0.00,-0.20
7.87,-0.94,-0.07,-0.05
7.98,-0.93,0.06,0.02
8.08,-0.85,0.06,-0.13
8.18,-1.23,0.09,-0.05
8.29,-0.88,0.07,-0.11
8.39,-0.97,-0.00,-0.23
8.49,-1.04,0.04,-0.05
8.60,-0.88,0.04,-0.06
8.70,-0.86,0.03,-0.09
8.80,-1.11,0.11,-0.08
8.91,-1.20,0.13,-0.03
9.01,-0.97,0.00,-0.17
9.11,-1.07,0.06,-0.01
9.22,-0.95,0.01,-0.04
9.32,-0.73,0.03,-0.12
9.42,-1.01,0.03,-0.14
9.53,-0.82,0.05,-0.10
9.63,-0.97,0.03,-0.12
9.73,-1.07,0.04,-0.07
9.84,-1.01,0.04,-0.16
9.94,-1.05,0.04,-0.14
10.04,-1.15,-0.01,-0.02
10.15,-0.97,0.04,-0.14
10.25,-0.88,0.00,-0.07
10.35,-1.05,0.06,-0.04
10.46,-0.93,0.04,-0.18
10.56,-1.00,0.02,-0.11
10.66,-0.95,-0.01,-0.05
10.77,-1.00,0.04,-0.14
10.87,-1.12,0.04,-0.13
10.97,-0.96,0.06,-0.06
11.08,-0.94,0.06,-0.18
11.18,-1.25,0.03,-0.02
11.28,-0.83,0.03,-0.06
11.39,-0.97,0.02,-0.14
11.49,-0.99,0.04,-0.07
11.59,-0.92,0.05,-0.11
11.70,-0.97,0.03,-0.10
11.80,-0.79,0.06,-0.03
11.90,-0.91,0.09,-0.06
12.01,-1.11,0.04,-0.13
12.11,-0.93,0.04,-0.11
12.21,-0.87,0.06,-0.12
12.32,-0.89,0.05,-0.09
12.42,-0.96,0.09,-0.06
12.52,-0.96,0.04,-0.08
12.63,-0.94,-0.00,-0.13
12.73,-0.91,-0.02,-0.13
12.83,-0.61,-0.06,-0.09
12.94,-1.09,0.03,-0.09
13.04,-1.03,0.04,-0.03
13.14,-1.00,0.01,-0.11
13.25,-1.04,0.04,-0.12
13.35,-1.01,-0.00,-0.10
13.45,-0.90,0.05,-0.05
13.56,-1.11,0.04,-0.14
13.66,-0.84,0.03,-0.15
13.76,-0.99,0.04,-0.05
13.87,-0.91,0.06,-0.16
13.97,-1.01,0.04,-0.09
14.07,-1.09,0.03,-0.12
14.18,-1.04,0.03,-0.03
14.28,-0.90,0.03,-0.11
14.39,-1.09,0.03,-0.12
14.49,-0.95,0.03,-0.13
14.59,-0.86,0.03,-0.09
14.69,-1.04,0.04,-0.09
14.80,-1.03,0.05,-0.10
14.90,-0.97,0.04,-0.11
15.00,-0.95,0.03,-0.09
15.11,-1.07,0.04,-0.08
15.21,-0.97,0.04,-0.12
15.31,-0.94,0.02,-0.08
15.42,-0.94,0.08,-0.15
15.52,-0.99,0.04,-0.12
15.63,-1.07,0.06,-0.09
15.73,-0.92,0.05,-0.08
15.83,-0.93,0.03,-0.16
15.94,-1.02,0.03,-0.02
16.04,-1.06,0.04,-0.10
16.14,-0.86,0.03,-0.10
16.25,-0.92,0.04,-0.10
16.35,-0.93,0.04,-0.10
16.45,-0.96,0.04,-0.11
16.55,-0.90,0.04,-0.13
16.66,-0.79,0.04,-0.14
16.76,-0.99,0.01,-0.05
16.86,-1.11,0.06,-0.10
16.97,-0.88,0.04,-0.11
17.07,-1.09,0.05,-0.15
17.17,-1.03,0.03,-0.10
17.28,-0.99,0.02,-0.14
17.38,-0.97,0.02,-0.15
17.48,-1.02,-0.02,-0.11
17.59,-0.95,0.02,-0.13
17.69,-0.99,-0.00,-0.07
17.80,-0.96,0.05,-0.11
17.90,-0.91,0.03,-0.11
18.00,-1.02,0.03,-0.12
18.10,-1.07,0.06,-0.10
18.21,-1.05,0.03,-0.13
18.31,-0.95,0.07,-0.09
18.42,-0.92,0.02,-0.08
18.52,-1.15,0.03,-0.10
18.62,-0.94,0.05,-0.10
18.72,-1.01,0.04,-0.06
18.83,-0.98,0.03,-0.16
18.93,-0.99,0.02,-0.07
19.04,-0.99,0.04,-0.08
19.14,-0.92,0.02,-0.09
19.24,-1.01,0.00,-0.06
19.35,-0.90,0.05,-0.10
19.45,-1.06,0.04,-0.09
19.55,-1.04,0.04,-0.07
19.66,-1.00,-0.00,-0.11
19.76,-0.91,0.02,-0.07
19.86,-0.95,0.04,-0.06
19.96,-1.10,-0.01,-0.12
20.07,-0.98,-0.01,-0.07
20.17,-0.91,-0.00,-0.08
20.28,-0.97,0.04,-0.07
20.38,-0.93,0.05,-0.04
20.48,-1.00,0.03,-0.12
20.59,-0.98,0.05,-0.16
20.69,-1.07,0.03,-0.03
20.79,-0.98,0.06,-0.07
20.90,-1.02,0.02,-0.15
21.00,-1.01,0.04,-0.12
21.10,-0.94,0.02,-0.09
21.21,-0.92,0.08,-0.05
21.31,-1.03,0.04,-0.11
21.41,-1.06,0.02,-0.12
21.52,-1.04,0.03,-0.14
21.62,-0.91,0.03,-0.16
21.72,-0.91,0.02,-0.13
21.83,-1.03,0.03,-0.08
21.93,-0.93,-0.00,-0.12
22.03,-1.09,0.04,-0.08
22.14,-0.98,0.03,-0.08
22.24,-1.01,0.03,-0.09
22.34,-1.07,0.03,-0.09
22.45,-1.07,0.01,-0.07
22.55,-0.98,0.03,-0.11
22.65,-1.08,0.02,-0.13
22.76,-0.95,0.05,-0.08
22.86,-0.94,0.09,-0.15
22.96,-1.03,0.06,-0.07
23.07,-1.00,0.00,-0.11
23.17,-0.87,0.06,-0.13
23.27,-0.92,0.01,-0.17
23.38,-0.94,0.05,-0.07
23.48,-1.07,0.02,-0.12
23.58,-1.02,0.04,-0.07
23.69,-0.96,0.05,-0.12
23.79,-1.00,0.04,-0.08
23.89,-1.01,0.01,-0.10
24.00,-1.03,0.01,-0.09
24.10,-1.10,0.02,-0.10
24.20,-1.04,0.08,-0.10
24.31,-0.99,0.04,-0.08
24.41,-0.96,0.04,-0.14
24.51,-0.98,0.06,-0.13
24.62,-0.99,0.02,-0.04
24.72,-0.98,0.04,-0.09
24.82,-0.94,0.03,-0.13
24.93,-1.02,0.05,-0.11
25.03,-0.98,0.01,-0.12
25.13,-0.98,0.07,-0.04
25.24,-1.03,0.04,-0.09
25.34,-1.06,0.04,-0.13
25.44,-0.92,-0.00,-0.08
25.55,-0.93,0.04,-0.06
25.65,-0.94,0.05,-0.12
25.75,-1.04,0.06,-0.14
25.86,-1.04,0.07,-0.09
25.96,-1.06,0.07,-0.09
26.06,-1.00,0.05,-0.16
26.17,-0.98,0.06,-0.15
26.27,-0.95,0.02,-0.11
26.37,-1.01,-0.01,-0.16
26.48,-1.03,0.04,-0.10
26.58,-0.97,0.06,-0.14
26.68,-1.05,-0.03,-0.07
26.79,-1.01,0.06,-0.05
26.89,-0.88,0.04,-0.03
27.00,-0.90,0.03,-0.11
27.10,-0.99,0.04,-0.06
27.20,-1.00,0.06,-0.12
27.30,-1.07,0.03,-0.09
27.41,-0.98,0.03,-0.14
27.51,-0.99,0.04,-0.08
27.61,-0.94,0.03,-0.07
27.72,-0.96,0.04,-0.14
27.82,-1.00,0.05,-0.02
27.92,-0.94,0.08,-0.10
28.03,-0.96,0.03,-0.10
28.13,-0.97,0.05,-0.08
28.23,-0.91,0.06,-0.22
28.34,-0.96,0.05,-0.07
28.44,-0.95,0.05,-0.13
28.55,-0.92,0.06,-0.06
28.65,-0.98,0.03,-0.11
28.75,-0.78,0.01,-0.09
28.86,-1.19,0.04,-0.11
28.96,-0.98,0.04,-0.12
29.06,-0.98,0.04,-0.10
29.17,-0.98,0.04,-0.10
29.27,-0.98,0.04,-0.10
29.37,-0.98,0.04,-0.10
29.47,-0.98,0.04,-0.10
29.58,-0.98,0.04,-0.10
29.68,-0.98,0.04,-0.10
29.79,-0.98,0.03,-0.10
29.89,-0.98,0.03,-0.10
29.99,-0.98,0.04,-0.10
30.10,-0.98,0.04,-0.10
30.20,-0.98,0.04,-0.10
30.30,-0.98,0.04,-0.10
30.41,-0.98,0.04,-0.10
30.51,-0.98,0.04,-0.10
30.61,-0.98,0.04,-0.10
30.71,-0.98,0.04,-0.10
30.82,-0.98,0.03,-0.10
30.92,-0.98,0.04,-0.10
31.03,-0.98,0.03,-0.10
31.13,-0.98,0.04,-0.10
31.23,-0.98,0.04,-0.10
31.34,-0.98,0.04,-0.11
31.44,-0.98,0.04,-0.10
31.54,-0.98,0.04,-0.10
31.65,-0.98,0.03,-0.10
31.75,-0.98,0.03,-0.10
31.85,-0.98,0.04,-0.10
31.96,-0.98,0.04,-0.10
32.06,-0.98,0.04,-0.10
32.16,-0.98,0.04,-0.10
32.27,-0.98,0.03,-0.10
32.37,-0.98,0.04,-0.10
32.47,-0.98,0.04,-0.10
32.58,-0.98,0.04,-0.10
32.68,-0.98,0.04,-0.10
32.78,-0.98,0.04,-0.10
32.89,-0.98,0.04,-0.10
32.99,-0.97,0.03,-0.10
33.09,-0.98,0.04,-0.10
33.20,-0.98,0.04,-0.10
33.30,-0.98,0.04,-0.10
33.40,-0.98,0.03,-0.10
33.51,-0.98,0.04,-0.10
33.61,-0.98,0.04,-0.10
33.71,-0.98,0.03,-0.10
33.82,-0.98,0.04,-0.10
33.92,-0.98,0.03,-0.10
34.02,-0.98,0.04,-0.10
34.13,-0.98,0.04,-0.10
34.23,-0.98,0.04,-0.10
34.33,-0.98,0.04,-0.11
34.44,-0.98,0.03,-0.10
34.54,-0.98,0.04,-0.10
34.64,-0.98,0.04,-0.10
34.75,-0.98,0.04,-0.10
34.85,-0.98,0.03,-0.10
34.95,-0.98,0.03,-0.10
35.06,-0.98,0.04,-0.10
35.16,-0.98,0.03,-0.10
35.26,-0.98,0.04,-0.10
35.37,-0.98,0.03,-0.10
35.47,-0.98,0.04,-0.10
35.57,-0.97,0.04,-0.10
35.68,-0.98,0.04,-0.10
35.78,-0.98,0.04,-0.10
35.88,-0.98,0.04,-0.10
35.99,-0.98,0.04,-0.11
36.09,-0.98,0.04,-0.10
36.19,-0.98,0.04,-0.10
36.30,-0.98,0.04,-0.10
