Time,Ax,Ay,Az
16.56,-0.86,-0.00,-0.02
16.61,-1.02,0.06,-0.16
16.66,-1.11,0.03,-0.06
16.71,-0.92,0.03,-0.11
16.77,-1.06,0.07,-0.14
16.82,-0.84,0.06,-0.14
16.88,-0.90,0.05,-0.05
16.93,-1.18,0.02,-0.11
16.98,-0.94,0.08,-0.10
17.04,-0.97,0.02,-0.09
17.09,-1.09,0.04,-0.11
17.14,-0.96,0.02,-0.07
17.20,-1.02,0.02,-0.13
17.25,-0.94,0.07,-0.15
17.30,-1.12,0.00,-0.07
17.36,-0.87,0.03,-0.13
17.41,-1.03,0.07,-0.05
17.46,-0.88,0.09,-0.02
17.52,-0.93,-0.01,-0.04
17.57,-1.00,0.05,-0.07
17.62,-0.89,0.06,-0.10
17.68,-1.00,0.03,-0.13
17.73,-1.05,0.03,-0.09
17.78,-1.05,0.05,-0.06
17.84,-0.96,0.04,-0.12
17.89,-0.84,0.07,-0.10
17.94,-0.88,0.06,-0.05
18.00,-1.09,0.06,-0.12
18.05,-1.03,0.00,-0.17
18.10,-0.88,0.09,-0.07
18.16,-0.98,0.04,-0.14
18.21,-1.05,0.10,-0.13
18.26,-0.94,0.01,-0.04
18.32,-1.12,0.08,-0.10
18.37,-0.99,0.04,-0.13
18.42,-0.95,-0.01,-0.08
18.48,-0.96,0.05,-0.05
18.53,-1.11,0.05,-0.13
18.58,-0.82,0.03,0.01
18.64,-1.14,0.04,-0.06
18.69,-0.99,0.04,-0.06
18.74,-0.95,0.07,-0.09
18.80,-1.07,0.08,-0.10
18.85,-0.88,0.04,-0.07
18.90,-1.13,0.05,-0.10
18.96,-0.99,0.06,-0.08
19.01,-0.95,0.02,-0.03
19.06,-0.96,0.07,-0.12
19.12,-1.01,0.03,-0.02
19.17,-1.00,0.03,-0.09
19.22,-0.97,0.06,-0.10
19.28,-1.07,0.01,-0.10
19.33,-1.00,0.10,-0.04
19.38,-0.89,0.01,-0.11
19.44,-1.07,0.01,-0.16
19.49,-0.96,0.07,-0.13
19.54,-0.98,0.04,-0.10
19.60,-1.10,0.03,-0.06
19.65,-0.98,0.05,-0.05
19.70,-0.94,0.09,-0.15
19.76,-1.10,0.02,-0.13
19.81,-0.91,0.06,-0.04
19.86,-0.93,0.06,-0.15
19.92,-0.93,0.05,-0.09
19.97,-0.92,0.00,-0.06
20.02,-0.97,0.06,-0.07
20.08,-1.05,0.07,-0.09
20.13,-0.83,-0.02,-0.09
20.18,-0.90,0.06,-0.10
20.24,-1.02,0.03,-0.05
20.29,-0.88,-0.01,-0.09
20.34,-0.98,0.06,-0.16
20.40,-0.89,0.01,-0.09
20.45,-0.99,0.12,-0.10
20.50,-0.88,0.02,-0.09
20.56,-1.03,0.09,-0.08
20.61,-0.96,0.04,-0.09
20.67,-1.01,0.04,-0.13
20.72,-1.12,0.05,-0.07
20.77,-0.86,0.06,-0.08
20.82,-1.02,0.01,-0.11
20.88,-0.95,0.01,-0.13
20.93,-0.90,0.06,-0.08
20.98,-1.06,0.05,-0.12
21.04,-1.03,0.09,0.03
21.09,-0.86,0.09,-0.13
21.14,-0.95,0.01,-0.21
21.20,-1.00,0.05,-0.13
21.25,-0.93,0.09,-0.09
21.30,-1.02,0.02,-0.14
21.36,-0.85,0.03,-0.12
21.41,-0.85,0.05,-0.16
21.46,-1.25,0.08,-0.13
21.52,-1.09,0.04,-0.10
21.57,-0.91,0.03,-0.09
21.62,-1.22,0.11,-0.11
21.68,-0.98,0.04,-0.12
21.73,-0.87,0.04,-0.14
21.78,-1.04,0.04,-0.12
21.84,-0.92,0.05,-0.10
21.89,-0.91,0.03,-0.07
21.95,-1.13,0.01,-0.11
22.00,-0.77,0.01,-0.03
22.05,-0.94,0.08,-0.24
22.11,-0.97,0.02,-0.12
22.16,-0.93,0.03,-0.07
22.21,-1.21,0.15,-0.15
22.26,-0.98,0.00,-0.01
22.32,-1.12,0.04,-0.14
22.37,-0.90,0.05,-0.06
22.43,-1.21,0.05,-0.12
22.48,-0.86,0.02,0.01
22.53,-0.84,0.09,-0.22
22.59,-1.07,0.02,-0.06
22.64,-0.99,-0.03,0.04
22.69,-1.19,0.03,-0.16
22.75,-1.05,0.00,-0.05
22.80,-0.92,0.03,-0.15
22.85,-1.34,-0.41,0.15
22.91,-0.99,0.10,-0.17
22.96,-0.94,0.06,-0.05
23.01,-0.81,0.17,-0.21
23.07,-1.05,0.05,-0.04
23.12,-0.97,0.06,-0.07
23.17,-0.89,0.02,-0.08
23.23,-1.16,-0.06,-0.07
23.28,-1.02,-0.01,-0.12
23.33,-1.05,0.07,-0.09
23.39,-1.03,0.05,-0.08
23.44,-0.91,0.07,-0.06
23.49,-0.90,0.02,-0.13
23.55,-1.00,-0.02,-0.17
23.60,-0.92,0.01,-0.01
23.65,-1.03,0.03,-0.08
23.71,-1.05,0.07,-0.13
23.76,-0.86,0.05,-0.07
23.81,-0.99,-0.07,-0.04
23.87,-1.02,0.06,-0.03
23.92,-1.01,0.04,-0.06
23.97,-0.98,0.08,-0.19
24.03,-1.05,0.06,-0.09
24.08,-0.98,0.04,-0.09
24.13,-1.10,0.04,-0.04
24.19,-0.92,0.02,-0.06
24.24,-1.03,0.12,-0.13
24.29,-1.01,0.05,-0.09
24.35,-0.87,0.04,-0.05
24.40,-0.90,0.09,-0.20
24.45,-1.22,0.04,-0.13
24.51,-1.04,-0.02,0.05
24.56,-1.00,0.02,-0.13
24.61,-1.01,0.01,0.05
24.67,-0.97,0.02,-0.06
24.72,-0.95,-0.01,-0.11
24.77,-1.01,0.04,-0.05
24.83,-0.86,0.06,-0.11
24.88,-1.06,0.03,-0.08
24.93,-1.14,0.18,-0.14
24.99,-0.88,0.07,-0.05
25.04,-1.11,-0.00,-0.09
25.09,-0.99,0.07,-0.05
25.15,-0.92,0.05,-0.08
25.20,-0.99,0.06,-0.09
25.25,-1.00,0.06,-0.16
25.31,-0.99,0.10,-0.09
25.36,-1.00,0.05,-0.12
25.41,-1.03,0.03,-0.11
25.47,-0.75,0.01,0.03
25.52,-1.08,0.03,-0.21
25.57,-0.88,0.08,-0.04
25.63,-0.96,0.01,-0.16
25.68,-1.06,-0.00,-0.02
25.73,-1.05,0.02,0.02
25.79,-0.95,0.07,-0.14
25.84,-1.13,0.05,-0.14
25.89,-0.90,0.04,0.00
25.95,-0.96,0.07,-0.15
26.00,-1.25,-0.01,-0.01
26.05,-0.82,0.08,-0.09
26.11,-0.98,0.04,-0.07
26.16,-1.07,0.05,-0.11
26.21,-0.86,0.05,-0.09
26.27,-0.78,0.08,-0.05
26.32,-1.35,0.01,-0.22
26.37,-1.11,-0.06,0.07
26.43,-0.89,0.04,-0.15
26.48,-1.09,0.04,-0.05
26.53,-0.92,-0.00,-0.10
26.59,-1.24,0.00,-0.12
26.64,-0.93,0.06,-0.10
26.69,-1.04,0.06,-0.02
26.75,-0.86,0.04,-0.16
26.80,-1.04,0.04,-0.04
26.85,-1.04,0.08,-0.07
26.91,-1.02,0.05,-0.13
26.96,-1.00,0.14,-0.01
27.01,-0.95,0.03,-0.14
27.07,-0.99,0.06,-0.16
27.12,-0.95,0.01,-0.07
27.17,-0.95,0.06,-0.07
27.23,-0.92,0.04,-0.15
27.28,-0.95,0.04,-0.18
27.33,-0.98,0.06,-0.13
27.39,-0.97,0.04,-0.15
27.44,-0.99,0.05,-0.15
27.50,-0.97,0.04,-0.11
27.55,-1.00,0.04,-0.13
27.60,-0.99,0.03,-0.12
27.66,-0.97,0.05,-0.17
27.71,-0.99,0.05,-0.11
27.76,-0.99,0.04,-0.14
27.81,-0.98,0.05,-0.10
27.87,-0.97,0.05,-0.13
27.92,-0.97,0.05,-0.16
27.98,-0.98,0.04,-0.12
28.03,-0.98,0.04,-0.13
28.08,-0.99,0.04,-0.13
28.14,-0.99,0.04,-0.14
28.19,-0.97,0.03,-0.14
28.24,-0.96,0.05,-0.13
28.30,-0.98,0.04,-0.11
28.35,-0.98,0.05,-0.12
28.40,-0.97,0.05,-0.11
28.46,-0.98,0.05,-0.13
28.51,-0.98,0.04,-0.13
28.56,-0.97,0.04,-0.12
28.62,-0.98,0.05,-0.13
28.67,-0.99,0.03,-0.10
28.72,-0.97,0.04,-0.12
28.78,-0.98,0.05,-0.14
28.83,-0.98,0.05,-0.12
28.88,-0.98,0.04,-0.12
28.94,-0.97,0.05,-0.13
28.99,-0.97,0.05,-0.12
29.04,-0.97,0.04,-0.11
29.10,-0.98,0.04,-0.13
29.15,-0.99,0.04,-0.13
29.20,-0.98,0.05,-0.12
29.26,-0.97,0.04,-0.13
29.31,-0.98,0.05,-0.13
29.36,-0.98,0.04,-0.13
29.42,-0.98,0.04,-0.12
29.47,-0.97,0.05,-0.12
29.52,-0.98,0.04,-0.12
29.58,-0.97,0.05,-0.13
29.63,-0.98,0.04,-0.13
29.68,-0.98,0.04,-0.13
29.74,-0.98,0.05,-0.12
29.79,-0.98,0.04,-0.13
29.84,-0.92,0.03,-0.05
29.90,-0.98,0.04,-0.12
29.95,-0.98,0.05,-0.12
30.00,-0.98,0.05,-0.13
30.06,-0.98,0.04,-0.13
30.11,-0.98,0.05,-0.12
30.16,-0.98,0.04,-0.12
30.22,-0.98,0.05,-0.12
30.27,-0.98,0.04,-0.12
30.32,-0.98,0.05,-0.12
30.38,-0.97,0.04,-0.12
30.43,-0.98,0.05,-0.13
30.48,-0.98,0.04,-0.13
30.54,-0.98,0.05,-0.13
30.59,-0.98,0.04,-0.12
30.64,-0.98,0.05,-0.13
30.70,-0.97,0.05,-0.13
30.75,-0.98,0.05,-0.12
30.80,-0.98,0.05,-0.13
30.86,-0.98,0.05,-0.12
30.91,-0.98,0.05,-0.12
30.96,-0.97,0.05,-0.13
31.02,-0.98,0.05,-0.12
31.07,-0.98,0.05,-0.12
31.12,-0.98,0.05,-0.13
31.18,-0.98,0.04,-0.13
31.23,-0.98,0.04,-0.13
31.28,-0.98,0.05,-0.13
31.34,-0.98,0.05,-0.13
31.39,-0.98,0.05,-0.12
31.44,-0.98,0.05,-0.13
31.50,-0.98,0.04,-0.13
31.55,-0.97,0.05,-0.13
31.60,-0.97,0.05,-0.13
31.66,-0.98,0.04,-0.13
31.71,-0.97,0.05,-0.13
31.76,-0.97,0.05,-0.13
31.82,-0.98,0.04,-0.13
31.87,-0.98,0.04,-0.13
31.92,-0.98,0.05,-0.12
31.98,-0.98,0.05,-0.13
32.03,-0.98,0.05,-0.12
32.09,-0.98,0.05,-0.12
32.14,-0.97,0.04,-0.13
32.19,-0.98,0.04,-0.13
32.25,-0.98,0.05,-0.13
32.30,-0.98,0.05,-0.12
32.35,-0.98,0.05,-0.13
32.40,-0.97,0.04,-0.12
32.46,-0.98,0.05,-0.13
32.51,-0.98,0.04,-0.12
32.57,-0.98,0.05,-0.13
32.62,-0.98,0.04,-0.13
32.67,-0.98,0.05,-0.13
32.73,-0.98,0.05,-0.13
32.78,-0.97,0.05,-0.13
32.83,-0.98,0.05,-0.13
32.89,-0.98,0.05,-0.13
32.94,-0.98,0.05,-0.13
32.99,-0.98,0.04,-0.12
33.05,-0.98,0.05,-0.13
33.10,-0.98,0.05,-0.12
33.15,-0.98,0.04,-0.13
33.21,-0.98,0.05,-0.13
33.26,-0.98,0.05,-0.13
33.31,-0.98,0.05,-0.13
33.37,-0.98,0.05,-0.12
33.42,-0.98,0.05,-0.12
33.47,-0.98,0.05,-0.12
33.53,-0.98,0.05,-0.12
33.58,-0.97,0.05,-0.13
33.63,-0.97,0.05,-0.13
33.69,-0.98,0.04,-0.13
33.74,-0.98,0.05,-0.13
33.79,-0.97,0.05,-0.13
33.85,-0.98,0.05,-0.12
33.90,-0.98,0.04,-0.12
33.95,-0.98,0.04,-0.12
34.01,-0.98,0.05,-0.13
34.06,-0.98,0.05,-0.13
34.11,-0.98,0.05,-0.13
34.17,-0.97,0.05,-0.12
34.22,-0.97,0.04,-0.12
34.27,-0.98,0.05,-0.13
34.33,-0.98,0.04,-0.12
34.38,-0.97,0.05,-0.13
34.43,-0.98,0.05,-0.13
34.49,-0.98,0.04,-0.12
34.54,-0.98,0.04,-0.13
34.59,-0.98,0.05,-0.13
34.65,-0.98,0.05,-0.15
34.70,-0.97,0.05,-0.12
34.75,-0.97,0.05,-0.14
34.81,-0.98,0.04,-0.13
34.86,-0.97,0.05,-0.15
34.91,-0.97,0.05,-0.08
34.97,-0.96,0.05,-0.10
35.02,-0.98,0.04,-0.11
35.07,-0.98,0.04,-0.12
35.13,-0.97,0.05,-0.13
35.18,-0.98,0.05,-0.12
35.23,-0.99,0.05,-0.13
35.29,-0.97,0.04,-0.10
35.34,-1.00,0.04,-0.06
35.39,-0.99,0.06,-0.13
35.45,-0.97,0.06,-0.14
35.50,-0.97,0.04,-0.13
35.55,-0.97,0.03,-0.08
35.61,-1.00,0.05,-0.06
35.66,-0.97,0.05,-0.12
35.72,-1.01,0.05,-0.13
35.77,-0.98,0.05,-0.11
35.82,-0.97,0.05,-0.13
35.87,-0.96,0.03,-0.13
35.93,-0.96,0.05,-0.13
35.98,-0.94,0.06,-0.11
36.04,-0.97,0.04,-0.13
36.09,-0.97,0.04,-0.09
36.14,-0.96,0.02,-0.10
36.20,-0.94,0.06,-0.11
36.25,-0.90,0.07,-0.15
36.30,-0.95,0.06,-0.16
36.36,-0.94,0.01,-0.11
36.41,-0.93,0.04,-0.04
36.46,-0.89,0.03,-0.14
36.52,-1.16,0.08,-0.16
36.57,-0.92,0.09,-0.16
36.62,-0.97,0.01,-0.03
36.68,-0.99,0.12,-0.13
36.73,-1.13,0.06,-0.09
36.78,-0.97,0.05,-0.11
36.84,-0.90,0.07,-0.06
36.89,-0.95,0.07,-0.06
36.94,-1.01,0.06,-0.08
37.00,-0.84,0.07,-0.05
37.05,-1.10,0.04,-0.10
37.10,-1.02,0.09,-0.15
37.15,-0.89,0.03,-0.02
37.21,-1.19,0.02,-0.13
37.26,-1.05,0.01,-0.07
37.31,-1.01,-0.01,-0.10
37.37,-1.04,0.02,-0.07
37.42,-0.94,0.05,-0.02
37.48,-0.97,-0.00,-0.01
37.53,-1.07,0.06,-0.06
37.58,-0.92,0.03,0.01
37.64,-0.86,0.08,-0.07
37.69,-0.87,0.08,-0.04
37.74,-0.88,0.04,0.02
37.79,-0.79,0.06,0.02
37.85,-1.05,0.06,-0.07
37.90,-0.84,0.09,-0.12
37.96,-0.82,0.06,-0.09
38.01,-1.05,0.07,-0.14
38.06,-0.90,0.08,-0.06
38.12,-0.84,0.08,-0.08
38.17,-0.84,0.08,-0.10
38.22,-0.93,-0.01,-0.12
38.28,-0.80,0.04,-0.11
38.33,-1.06,0.05,-0.06
38.38,-0.79,0.07,-0.10
38.44,-0.81,0.02,-0.05
38.49,-0.99,0.09,-0.09
38.54,-0.80,0.05,-0.05
38.60,-1.06,0.07,-0.09
38.65,-1.07,0.07,-0.14
38.70,-0.97,0.05,-0.05
38.76,-0.98,0.11,-0.06
38.81,-0.99,0.09,-0.09
38.86,-0.98,0.04,-0.05
38.92,-0.75,0.01,-0.01
38.97,-1.10,0.02,-0.14
39.02,-0.91,0.06,-0.12
39.08,-0.87,0.01,-0.10
39.13,-1.01,0.04,-0.05
39.18,-0.93,0.08,-0.09
39.24,-1.07,0.04,-0.14
39.29,-0.98,0.06,-0.12
39.34,-0.98,0.02,-0.15
39.40,-0.95,0.06,-0.12
39.45,-0.89,0.01,-0.07
39.50,-1.09,0.04,-0.14
39.56,-1.01,0.08,-0.13
39.61,-0.99,0.02,-0.10
39.66,-1.04,0.07,-0.09
39.72,-1.02,0.05,-0.10
39.77,-0.94,-0.05,-0.14
39.82,-1.26,0.01,0.03
39.88,-1.06,0.07,-0.09
39.93,-1.01,0.02,-0.14
39.98,-0.95,0.01,-0.13
40.04,-1.13,0.05,-0.10
40.09,-0.93,-0.01,-0.08
40.14,-1.07,0.01,-0.15
40.20,-1.17,0.06,-0.06
40.25,-0.90,-0.00,-0.13
40.30,-0.76,0.12,-0.19
40.36,-0.88,0.07,-0.14
40.41,-0.96,0.05,-0.09
40.46,-0.96,0.07,-0.09
40.52,-1.02,0.02,-0.09
40.57,-0.90,0.00,-0.07
40.62,-1.05,0.05,-0.11
40.68,-1.00,0.06,-0.05
40.73,-0.78,0.09,-0.05
40.78,-0.94,0.03,-0.09
40.84,-0.94,0.04,-0.05
40.89,-1.06,-0.01,-0.08
40.94,-1.01,0.04,-0.10
41.00,-1.08,0.05,-0.14
41.05,-1.00,0.06,-0.11
41.10,-0.90,0.04,-0.13
41.16,-0.88,0.05,-0.09
41.21,-0.90,0.03,-0.06
41.27,-0.94,0.10,-0.09
41.32,-0.97,0.05,-0.10
41.37,-0.84,0.07,-0.05
41.42,-0.90,0.04,-0.10
41.48,-0.96,0.03,-0.07
41.53,-0.93,0.05,-0.07
41.58,-1.05,0.06,-0.11
41.64,-0.87,0.06,-0.08
41.69,-0.96,0.04,-0.13
41.75,-0.79,0.03,-0.09
41.80,-0.88,0.06,-0.07
41.85,-0.99,0.07,-0.08
41.90,-0.90,0.05,-0.08
41.96,-0.91,0.10,-0.12
42.01,-0.85,0.08,-0.08
42.06,-0.94,0.03,-0.07
42.12,-0.88,0.11,-0.05
42.17,-0.92,0.06,-0.08
42.22,-0.86,0.04,-0.06
42.28,-0.94,0.07,-0.10
42.33,-1.04,-0.01,-0.10
42.38,-0.93,0.05,-0.06
42.44,-0.87,0.02,-0.08
42.49,-1.15,0.10,-0.19
42.54,-0.79,0.01,0.03
42.60,-1.01,0.05,-0.10
42.65,-0.97,0.04,-0.07
42.71,-0.81,0.03,-0.07
42.76,-0.96,0.06,-0.07
42.81,-0.96,0.05,-0.08
42.87,-0.92,0.07,-0.11
42.92,-1.04,0.08,-0.11
42.97,-1.00,0.05,-0.13
43.03,-1.07,0.08,-0.08
43.08,-0.90,0.02,-0.07
43.13,-1.03,0.07,-0.13
43.19,-1.00,0.08,-0.09
43.24,-0.98,0.06,-0.16
43.29,-1.08,0.05,-0.14
43.35,-1.04,0.05,-0.14
43.40,-1.06,0.03,-0.12
43.45,-1.01,0.04,-0.10
43.51,-0.95,0.05,-0.12
43.56,-1.06,0.05,-0.08
43.61,-1.04,0.07,-0.09
43.67,-0.90,0.03,-0.10
43.72,-0.99,0.03,-0.08
43.77,-1.01,0.12,-0.08
43.83,-0.92,0.05,-0.10
43.88,-1.09,0.05,-0.13
43.93,-1.00,0.04,-0.13
43.99,-0.99,0.02,-0.09
44.04,-1.05,0.02,-0.17
44.09,-0.96,0.01,-0.08
44.15,-0.88,0.03,-0.09
44.20,-1.05,0.04,-0.12
44.25,-0.94,0.06,-0.15
44.31,-0.99,0.03,-0.11
44.36,-0.99,0.02,-0.09
44.41,-1.02,0.05,-0.08
44.47,-0.85,0.02,-0.09
44.52,-1.12,0.09,-0.16
44.57,-0.89,0.06,-0.11
44.63,-1.06,0.03,-0.12
44.68,-1.02,0.03,-0.10
44.73,-0.94,0.07,-0.11
44.79,-1.06,0.02,-0.12
44.84,-0.82,0.00,-0.10
44.89,-1.14,0.00,-0.09
44.95,-1.05,0.02,-0.15
45.00,-1.04,0.02,-0.13
45.05,-1.05,0.05,-0.05
45.11,-0.94,0.09,-0.21
45.16,-1.01,0.03,-0.12
45.21,-0.97,0.06,-0.10
45.27,-0.93,0.09,-0.10
45.32,-1.04,0.03,-0.03
45.37,-0.75,-0.01,-0.06
45.43,-0.96,0.06,-0.07
45.48,-0.99,0.05,-0.09
45.53,-0.94,0.07,-0.08
45.59,-1.02,0.06,-0.08
45.64,-0.94,0.03,-0.06
45.69,-0.89,0.05,-0.11
45.75,-1.07,0.04,-0.07
45.80,-0.96,0.08,-0.11
45.85,-0.94,0.02,-0.07
45.91,-1.01,-0.02,-0.06
45.96,-0.84,0.06,-0.11
46.01,-0.97,0.01,-0.06
46.07,-0.91,0.06,-0.10
46.12,-0.93,0.07,-0.11
46.17,-0.91,0.05,-0.10
46.23,-0.97,0.06,-0.07
46.28,-1.06,0.05,-0.10
46.33,-0.85,0.06,-0.11
46.39,-0.93,0.10,-0.15
46.44,-0.92,0.05,-0.12
46.49,-0.85,0.07,-0.09
46.55,-1.01,-0.00,-0.00
46.60,-0.96,0.04,-0.09
46.65,-1.07,0.02,-0.10
46.71,-0.95,0.04,-0.09
46.76,-1.09,0.07,-0.13
46.81,-1.08,0.09,-0.12
46.87,-0.93,0.03,-0.09
46.92,-0.94,0.04,-0.13
46.97,-0.93,0.07,-0.10
47.03,-1.05,0.07,-0.10
47.08,-0.93,0.06,-0.10
47.13,-0.97,0.03,-0.10
47.19,-1.06,0.04,-0.10
47.24,-0.87,0.04,-0.11
47.29,-0.95,0.02,-0.10
47.35,-0.96,0.03,-0.13
47.40,-0.96,0.04,-0.14
47.46,-0.97,0.03,-0.10
47.51,-0.89,0.04,-0.12
47.56,-0.92,0.00,-0.02
47.61,-0.96,0.02,-0.13
47.67,-1.12,0.03,-0.12
47.72,-0.99,0.04,-0.09
47.78,-0.95,0.06,-0.11
47.83,-1.08,0.06,-0.12
47.88,-0.93,0.06,-0.13
47.94,-1.04,0.03,-0.07
47.99,-0.96,0.02,-0.10
48.04,-0.86,0.06,-0.14
48.10,-1.11,0.05,-0.10
48.15,-0.94,0.03,-0.11
48.20,-0.99,0.03,-0.16
48.26,-0.98,0.05,-0.15
48.31,-0.82,0.04,-0.04
48.36,-1.10,0.03,-0.13
48.42,-1.03,0.05,-0.11
48.47,-0.95,0.04,-0.11
48.52,-1.04,0.09,-0.13
48.58,-0.94,0.06,-0.10
48.63,-0.83,0.05,-0.12
48.68,-1.13,0.04,-0.12
48.74,-1.00,0.03,-0.10
48.79,-0.98,0.04,-0.11
48.84,-0.91,0.04,-0.16
48.90,-1.06,0.04,-0.07
48.95,-0.97,0.05,-0.10
49.00,-1.02,0.06,-0.08
49.06,-0.97,0.09,-0.09
49.11,-0.90,0.06,-0.10
49.16,-1.09,0.02,-0.13
49.22,-0.95,0.10,-0.08
49.27,-0.99,0.03,-0.11
49.32,-0.96,0.08,-0.07
49.38,-0.97,0.03,-0.12
49.43,-1.10,0.07,-0.13
49.48,-0.94,0.06,-0.14
49.54,-1.00,0.04,-0.06
49.59,-1.02,0.07,-0.13
49.64,-1.01,0.07,-0.09
49.70,-1.02,0.02,-0.09
49.75,-1.02,0.04,-0.11
49.80,-0.92,0.05,-0.10
49.86,-1.07,0.03,-0.09
49.91,-0.92,0.08,-0.13
49.96,-1.06,0.06,-0.04
50.02,-0.94,0.02,-0.12
50.07,-1.07,0.06,-0.12
50.12,-1.02,0.05,-0.11
50.18,-0.95,0.03,-0.10
50.23,-1.03,0.02,-0.12
50.28,-0.88,0.07,-0.09
50.34,-1.00,0.03,-0.11
50.39,-1.02,0.06,-0.13
50.44,-0.88,0.06,-0.10
50.50,-1.08,0.06,-0.06
50.55,-0.90,0.05,-0.08
50.60,-0.98,0.03,-0.06
50.66,-0.91,0.05,-0.11
50.71,-0.94,0.10,-0.10
50.76,-1.05,0.05,-0.11
50.82,-0.94,0.08,-0.14
50.87,-1.01,0.05,-0.04
50.92,-0.99,0.05,-0.10
50.98,-1.07,0.03,-0.12
51.03,-1.07,0.13,-0.12
51.08,-1.04,0.00,-0.15
51.14,-0.98,0.04,-0.13
51.19,-0.91,0.06,-0.13
51.24,-1.01,0.04,-0.08
51.30,-1.01,0.06,-0.10
51.35,-1.01,0.06,-0.10
51.40,-0.89,0.05,-0.09
51.46,-0.92,0.05,-0.07
51.51,-0.98,0.09,-0.08
51.56,-0.88,0.07,-0.12
51.62,-0.98,0.03,-0.12
51.67,-0.97,0.06,-0.08
51.72,-0.99,0.03,-0.14
51.78,-1.09,0.02,-0.11
51.83,-0.95,0.05,-0.11
51.88,-1.03,0.02,-0.09
51.94,-0.96,0.05,-0.13
51.99,-0.94,0.03,-0.13
52.04,-1.01,0.04,-0.08
52.10,-1.01,0.05,-0.09
52.15,-1.04,0.04,-0.11
52.20,-0.96,0.04,-0.08
52.26,-1.06,0.04,-0.15
52.31,-0.95,0.05,-0.09
52.37,-1.20,0.02,-0.14
52.42,-0.97,0.05,-0.07
52.47,-1.01,0.05,-0.11
52.53,-1.01,0.05,-0.11
52.58,-0.98,0.03,-0.10
52.63,-0.99,0.06,-0.12
52.68,-0.97,0.05,-0.14
52.74,-1.00,0.04,-0.12
52.79,-0.89,0.00,-0.08
52.85,-1.00,-0.01,-0.13
52.90,-0.88,0.06,-0.12
52.95,-0.99,0.06,-0.09
53.01,-0.89,0.05,-0.07
53.06,-0.95,0.11,-0.05
53.11,-0.89,0.07,-0.06
53.17,-1.04,0.00,-0.20
53.22,-0.95,0.06,-0.10
53.27,-0.88,0.07,-0.11
53.33,-1.04,0.06,-0.11
53.38,-1.00,0.05,-0.10
53.43,-1.01,0.05,-0.11
53.49,-0.98,0.05,-0.09
53.54,-0.99,0.04,-0.11
53.59,-0.98,0.03,-0.13
53.65,-0.96,0.03,-0.08
53.70,-0.96,0.06,-0.10
53.75,-0.92,0.11,-0.11
53.81,-1.02,0.04,-0.05
53.86,-0.95,0.07,-0.10
53.91,-1.04,-0.01,-0.13
53.97,-0.98,0.06,-0.14
54.02,-0.94,0.06,-0.10
54.07,-1.06,0.06,-0.10
54.13,-0.92,0.09,-0.09
54.18,-1.11,0.07,-0.12
54.23,-0.91,-0.01,-0.11
54.29,-0.99,0.03,-0.10
54.34,-1.02,0.09,-0.09
54.39,-1.00,0.06,-0.10
54.45,-0.99,0.04,-0.14
54.50,-0.98,0.06,-0.15
54.55,-0.93,0.03,-0.09
54.61,-0.94,0.10,-0.11
54.66,-1.06,0.08,-0.12
54.71,-1.01,0.03,-0.10
54.77,-1.01,0.05,-0.09
54.82,-0.96,0.06,-0.10
54.87,-1.00,0.05,-0.13
54.93,-0.97,0.05,-0.08
