Time,Ax,Ay,Az
13.97,-1.00,0.06,-0.08
14.07,-0.78,-0.04,-0.13
14.18,-1.04,0.04,-0.12
14.28,-0.94,0.06,-0.12
14.39,-0.94,0.08,-0.12
14.49,-1.13,0.02,-0.12
14.59,-0.89,0.05,-0.02
14.69,-1.20,0.04,-0.13
14.80,-1.11,0.04,-0.09
14.90,-0.83,0.02,-0.06
15.00,-1.06,0.02,-0.16
15.11,-0.92,0.03,-0.10
15.21,-0.94,0.05,-0.08
15.31,-1.00,0.04,-0.09
15.42,-0.91,0.06,-0.08
15.52,-1.04,0.08,-0.10
15.63,-1.03,0.05,-0.13
15.73,-0.93,0.04,-0.09
15.83,-1.02,0.01,-0.09
15.94,-1.05,0.07,-0.14
16.04,-0.93,0.05,-0.08
16.14,-1.03,0.05,-0.14
16.25,-1.02,0.07,-0.04
16.35,-0.85,0.06,-0.09
16.45,-1.07,0.02,-0.12
16.55,-1.27,0.04,-0.02
16.66,-0.96,0.03,-0.11
16.76,-1.05,0.04,-0.05
16.86,-0.93,0.07,-0.08
16.97,-0.99,0.07,-0.12
17.07,-1.05,0.08,-0.10
17.17,-0.96,0.04,-0.13
17.28,-0.94,0.07,-0.07
17.38,-1.00,0.05,-0.11
17.48,-0.92,0.04,-0.08
17.59,-0.92,0.03,-0.12
17.69,-1.02,0.00,-0.06
17.80,-0.97,0.03,-0.11
17.90,-0.98,0.01,-0.11
18.00,-0.97,0.07,-0.17
18.11,-0.93,0.05,-0.06
18.21,-1.04,0.05,-0.11
18.31,-0.92,0.03,-0.08
18.42,-0.99,0.06,-0.13
18.52,-0.93,0.09,-0.08
18.62,-1.03,0.04,-0.05
18.72,-1.10,0.05,-0.09
18.83,-0.94,0.05,-0.10
18.93,-1.08,0.09,-0.12
19.04,-1.06,0.03,-0.11
19.14,-0.95,0.04,-0.13
19.24,-0.87,0.07,-0.09
19.35,-1.06,0.02,-0.11
19.45,-0.93,0.06,-0.09
19.55,-0.84,0.07,-0.14
19.66,-1.11,0.06,-0.09
19.76,-1.10,0.04,-0.13
19.86,-0.86,0.04,-0.11
19.97,-1.07,0.06,-0.13
20.07,-0.98,0.04,-0.08
20.17,-0.91,0.04,-0.11
20.28,-1.12,0.06,-0.10
20.38,-0.99,0.00,-0.02
20.48,-0.93,0.06,-0.13
20.59,-0.96,0.04,-0.06
20.69,-0.97,0.07,-0.10
20.79,-1.05,0.02,-0.10
20.90,-0.95,0.06,-0.10
21.00,-1.02,0.03,-0.02
21.10,-0.91,0.03,-0.08
21.21,-0.94,0.03,-0.08
21.31,-0.87,0.03,-0.11
21.41,-0.94,0.01,-0.10
21.52,-0.91,0.05,-0.07
21.62,-1.04,0.06,-0.20
21.72,-0.92,0.04,-0.10
21.83,-0.98,0.00,-0.11
21.93,-1.01,0.05,-0.07
22.03,-0.89,0.04,-0.09
22.14,-1.01,0.07,-0.13
22.24,-0.90,0.04,-0.03
22.34,-0.89,0.04,-0.07
22.45,-0.89,0.05,-0.15
22.55,-0.95,0.06,-0.06
22.65,-0.98,0.06,-0.09
22.76,-0.97,0.05,-0.09
22.86,-0.96,0.01,-0.04
22.96,-1.05,0.09,-0.10
23.07,-1.04,0.06,-0.13
23.17,-0.93,0.04,-0.10
23.27,-1.03,0.06,-0.11
23.38,-1.10,0.07,-0.08
23.48,-0.88,0.06,-0.15
23.58,-0.97,0.05,-0.12
23.69,-0.93,0.01,-0.06
23.79,-0.89,0.06,-0.06
23.89,-1.05,0.02,-0.14
24.00,-1.03,0.05,-0.11
24.10,-0.88,0.03,-0.06
24.20,-0.98,0.04,-0.09
24.31,-0.96,0.03,-0.08
24.41,-1.02,0.08,-0.15
24.51,-1.03,0.06,-0.10
24.62,-0.98,0.02,-0.06
24.72,-0.96,0.07,-0.09
24.82,-0.97,0.07,-0.11
24.93,-0.88,-0.02,-0.14
25.03,-0.94,0.06,-0.08
25.13,-1.00,0.02,-0.04
25.24,-0.93,0.05,-0.12
25.34,-1.06,0.02,-0.12
25.44,-1.00,0.11,-0.09
25.55,-0.94,0.03,-0.10
25.65,-0.98,0.04,-0.10
25.75,-1.00,0.07,-0.08
25.86,-1.02,0.01,-0.12
25.96,-0.99,0.07,-0.11
26.06,-0.98,0.03,-0.08
26.17,-0.99,0.08,-0.06
26.27,-1.01,0.03,-0.06
26.37,-0.85,0.04,-0.10
26.48,-1.02,0.05,-0.11
26.58,-0.97,0.04,-0.08
26.68,-0.90,0.01,-0.11
26.79,-0.97,0.03,-0.13
26.89,-1.09,0.08,-0.15
27.00,-0.99,0.05,-0.13
27.10,-1.00,0.03,-0.12
27.20,-0.90,0.03,-0.08
27.30,-0.96,0.02,-0.10
27.41,-0.98,0.06,-0.10
27.51,-0.95,0.02,-0.05
27.61,-1.07,0.06,-0.18
27.72,-0.98,0.03,-0.11
27.82,-0.96,0.02,-0.07
27.92,-1.02,0.05,-0.08
28.03,-1.04,0.01,-0.09
28.13,-0.97,0.04,-0.07
28.23,-0.95,0.06,-0.11
28.34,-0.98,0.04,-0.13
28.44,-1.04,0.03,-0.12
28.55,-1.05,0.04,-0.07
28.65,-0.95,0.01,-0.08
28.75,-0.99,0.04,-0.10
28.86,-0.96,0.03,-0.12
28.96,-1.06,0.06,-0.07
29.06,-1.04,0.09,-0.15
29.17,-0.94,0.05,-0.07
29.27,-1.01,0.06,-0.08
29.37,-1.05,0.04,-0.08
29.47,-0.99,-0.05,-0.07
29.58,-1.02,0.03,-0.08
29.68,-0.98,0.04,-0.09
29.79,-0.96,0.07,-0.13
29.89,-1.01,0.01,-0.11
29.99,-1.08,0.06,-0.07
30.10,-0.97,0.02,-0.10
30.20,-0.97,0.05,-0.08
30.30,-1.01,0.06,-0.05
30.41,-1.11,0.10,-0.10
30.51,-0.96,0.01,-0.14
30.61,-0.97,0.03,-0.12
30.72,-0.97,0.04,-0.17
30.82,-1.00,0.05,-0.14
30.92,-0.96,0.06,-0.12
31.03,-0.95,0.04,-0.04
31.13,-0.98,0.05,-0.15
31.23,-1.01,0.04,-0.05
31.34,-0.92,0.05,-0.11
31.44,-1.01,0.04,-0.06
31.54,-0.96,0.04,-0.12
31.65,-1.05,0.04,-0.09
31.75,-1.00,0.04,-0.09
31.85,-1.07,0.03,-0.06
31.96,-0.98,0.05,-0.09
32.06,-0.90,0.04,-0.06
32.16,-0.98,0.03,-0.09
32.27,-1.04,0.05,-0.02
32.37,-0.97,0.06,-0.10
32.47,-0.97,0.05,-0.21
32.58,-1.00,0.05,-0.12
32.68,-0.97,0.05,-0.12
32.78,-1.03,0.04,-0.19
32.89,-0.97,0.04,-0.08
32.99,-0.96,0.05,-0.12
33.09,-0.99,0.04,-0.14
33.20,-0.97,0.03,-0.07
33.30,-1.00,0.05,-0.11
33.40,-0.97,0.06,-0.11
33.51,-0.98,0.02,-0.05
33.61,-1.04,-0.00,-0.07
33.71,-1.00,0.03,-0.08
33.82,-0.99,0.04,-0.06
33.92,-0.94,0.03,-0.11
34.02,-0.69,0.00,-0.07
34.13,-0.83,0.05,-0.05
34.23,-0.99,0.04,-0.11
34.33,-0.99,0.05,-0.08
34.44,-0.98,0.04,-0.09
34.54,-0.98,0.04,-0.10
34.64,-0.98,0.05,-0.09
34.75,-0.98,0.05,-0.10
34.85,-0.98,0.05,-0.09
34.95,-0.98,0.04,-0.10
35.06,-0.98,0.04,-0.09
35.16,-0.98,0.04,-0.09
35.26,-0.99,0.04,-0.09
35.37,-0.98,0.04,-0.09
35.47,-0.98,0.05,-0.10
35.57,-0.98,0.05,-0.09
35.68,-0.98,0.04,-0.10
35.78,-0.98,0.04,-0.10
35.88,-0.98,0.05,-0.10
35.99,-0.98,0.04,-0.10
36.09,-0.98,0.05,-0.10
36.19,-0.98,0.04,-0.09
36.30,-0.98,0.05,-0.09
36.40,-0.98,0.05,-0.09
36.50,-0.98,0.05,-0.09
36.61,-0.99,0.05,-0.09
36.71,-0.98,0.05,-0.09
36.81,-0.99,0.04,-0.09
36.92,-0.98,0.05,-0.09
37.02,-0.98,0.04,-0.09
37.13,-0.99,0.04,-0.10
37.23,-0.98,0.04,-0.09
37.33,-0.98,0.04,-0.09
37.44,-0.98,0.04,-0.10
37.54,-0.98,0.05,-0.09
37.64,-0.98,0.05,-0.09
37.75,-0.98,0.04,-0.10
37.85,-0.98,0.04,-0.10
37.95,-0.98,0.04,-0.09
38.05,-0.98,0.05,-0.10
38.16,-0.98,0.04,-0.10
38.26,-0.98,0.04,-0.10
38.37,-0.98,0.05,-0.09
38.47,-0.98,0.05,-0.10
38.57,-0.98,0.04,-0.10
38.68,-0.98,0.05,-0.10
38.78,-0.98,0.04,-0.09
38.88,-0.98,0.04,-0.09
38.99,-0.98,0.04,-0.09
39.09,-0.98,0.04,-0.09
39.19,-0.99,0.04,-0.10
39.30,-0.98,0.04,-0.10
39.40,-0.98,0.04,-0.09
39.50,-0.98,0.05,-0.10
39.61,-0.98,0.05,-0.09
39.71,-0.98,0.04,-0.10
