Time,Ax,Ay,Az
7.91,-0.99,-0.03,-0.10
7.97,-1.00,0.02,-0.05
8.02,-1.00,0.01,0.01
8.07,-1.00,-0.01,-0.05
8.13,-0.92,0.01,-0.06
8.18,-0.98,-0.04,-0.11
8.23,-1.00,0.00,-0.08
8.29,-0.83,0.00,-0.06
8.34,-1.00,-0.02,-0.03
8.39,-1.10,0.00,-0.07
8.44,-0.90,0.05,-0.10
8.50,-1.00,-0.02,-0.02
8.55,-1.05,0.00,-0.11
8.60,-0.86,0.01,-0.11
8.66,-0.97,-0.01,-0.07
8.71,-1.03,0.02,-0.09
8.77,-0.95,0.02,-0.09
8.82,-0.99,0.01,-0.10
8.87,-1.04,0.03,-0.09
8.93,-0.91,0.01,-0.07
8.98,-1.05,-0.02,-0.05
9.03,-1.08,-0.01,-0.04
9.09,-0.95,0.06,-0.07
9.14,-1.04,-0.06,-0.03
9.19,-1.09,-0.03,-0.06
9.25,-0.94,0.03,-0.08
9.30,-1.03,-0.03,-0.03
9.35,-1.01,0.02,-0.01
9.40,-0.88,0.04,-0.10
9.46,-0.84,-0.03,-0.04
9.51,-0.96,-0.02,-0.11
9.57,-0.89,0.00,-0.08
9.62,-1.08,-0.04,-0.05
9.67,-1.09,0.01,-0.06
9.73,-0.90,-0.00,-0.08
9.78,-1.01,-0.01,-0.09
9.83,-1.06,0.02,-0.07
9.89,-0.93,0.03,-0.09
9.94,-0.98,0.02,-0.08
9.99,-1.08,0.00,-0.11
10.05,-0.75,0.01,-0.09
10.10,-1.07,-0.01,-0.07
10.15,-1.00,0.01,-0.09
10.21,-0.92,0.03,-0.06
10.26,-0.96,-0.02,-0.05
10.31,-1.04,-0.01,-0.07
10.36,-0.85,0.02,-0.10
10.42,-0.99,-0.02,-0.06
10.47,-0.88,0.01,-0.07
10.52,-0.93,0.03,-0.03
10.58,-1.04,-0.01,-0.04
10.63,-1.15,0.02,-0.00
10.69,-0.92,-0.01,-0.08
10.74,-0.93,-0.07,-0.03
10.79,-1.06,0.00,-0.12
10.85,-0.98,0.03,-0.07
10.90,-0.98,-0.04,-0.09
10.95,-1.01,-0.02,-0.08
11.01,-1.00,0.00,-0.06
11.06,-1.02,-0.03,0.00
11.11,-1.03,-0.02,-0.05
11.17,-0.93,0.01,-0.07
11.22,-1.03,-0.01,-0.11
11.27,-0.95,0.00,-0.09
11.33,-0.88,0.05,-0.15
11.38,-0.98,-0.03,-0.11
11.43,-1.13,-0.00,-0.13
11.49,-0.99,-0.01,-0.05
11.54,-1.01,-0.01,-0.05
11.59,-1.02,0.03,-0.06
11.65,-0.91,0.02,-0.09
11.70,-1.21,-0.00,-0.12
11.75,-0.97,-0.00,-0.10
11.81,-0.92,-0.01,-0.04
11.86,-0.99,0.02,-0.05
11.91,-1.04,-0.00,-0.02
11.97,-0.93,0.07,-0.11
12.02,-1.04,0.05,-0.11
12.07,-1.09,0.09,-0.03
12.13,-0.87,0.02,-0.04
12.18,-1.08,0.00,-0.08
12.23,-1.00,0.08,-0.03
12.29,-0.95,0.12,-0.12
12.34,-1.13,-0.05,-0.13
12.39,-0.97,0.01,-0.04
12.45,-0.86,-0.05,-0.05
12.50,-1.10,-0.02,-0.09
12.55,-0.90,-0.06,-0.06
12.61,-0.99,0.01,-0.03
12.66,-1.08,0.01,-0.13
12.71,-0.94,-0.00,-0.11
12.77,-0.93,0.03,-0.03
12.82,-1.09,-0.04,-0.03
12.87,-1.05,0.01,-0.08
12.93,-0.97,-0.02,-0.07
12.98,-1.03,0.03,-0.05
13.03,-0.95,-0.03,-0.14
13.09,-1.02,-0.02,-0.15
13.14,-0.99,-0.04,-0.09
13.19,-0.98,0.04,-0.05
13.25,-1.09,0.05,-0.11
13.30,-1.02,-0.03,-0.02
13.35,-1.02,-0.01,-0.04
13.41,-0.87,-0.03,-0.06
13.46,-1.08,-0.01,-0.08
13.51,-0.84,0.03,-0.05
13.57,-1.00,0.01,-0.00
13.62,-1.11,0.05,-0.12
13.67,-0.98,-0.03,-0.06
13.73,-0.98,-0.03,-0.08
13.78,-1.22,-0.00,-0.03
13.83,-0.85,0.03,-0.08
13.89,-0.92,-0.08,-0.02
13.94,-1.13,0.03,-0.12
14.00,-0.84,-0.03,-0.03
14.05,-1.11,-0.01,-0.10
14.10,-1.04,0.02,-0.09
14.15,-0.87,-0.02,-0.08
14.21,-1.00,-0.03,-0.03
14.26,-0.93,0.04,-0.13
14.31,-1.08,0.09,-0.06
14.37,-1.12,-0.01,-0.08
14.42,-0.98,-0.00,-0.08
14.48,-0.89,-0.01,-0.06
14.53,-1.14,-0.05,-0.07
14.58,-0.88,0.05,-0.11
14.64,-1.00,0.02,0.01
14.69,-1.06,-0.01,0.00
14.74,-0.89,0.03,-0.09
14.79,-0.94,0.01,-0.10
14.85,-1.06,-0.02,-0.05
14.90,-0.93,0.01,-0.08
14.96,-0.85,0.05,-0.16
15.01,-1.29,0.05,-0.09
15.06,-0.92,0.01,-0.14
15.11,-0.93,0.05,-0.04
15.17,-1.04,0.03,0.00
15.22,-0.98,-0.06,-0.11
15.27,-0.80,-0.05,-0.05
15.33,-1.01,0.01,-0.09
15.38,-0.93,-0.00,-0.07
15.44,-0.82,0.01,-0.06
15.49,-1.12,-0.08,-0.05
15.54,-0.91,0.03,-0.13
15.60,-0.91,-0.02,-0.02
15.65,-1.06,0.01,-0.07
15.70,-0.87,0.01,0.01
15.76,-1.01,0.02,-0.08
15.81,-1.05,0.01,-0.05
15.86,-0.97,0.02,-0.10
15.92,-0.83,0.06,-0.01
15.97,-0.98,-0.07,-0.03
16.02,-1.02,0.07,-0.19
16.07,-0.92,-0.04,-0.09
16.13,-1.22,-0.01,-0.07
16.18,-0.87,0.00,-0.09
16.23,-1.01,0.02,-0.04
16.29,-0.97,-0.01,-0.06
16.34,-1.01,0.02,-0.08
16.40,-0.85,0.01,-0.08
16.45,-0.98,-0.03,-0.05
16.50,-1.10,0.02,-0.16
16.56,-0.77,0.00,-0.04
16.61,-1.19,0.02,-0.10
16.66,-0.76,0.03,-0.09
16.71,-1.15,-0.07,-0.03
16.77,-0.77,-0.01,-0.12
16.82,-0.83,0.02,-0.10
16.88,-1.00,0.08,-0.05
16.93,-1.06,-0.08,-0.08
16.98,-0.92,0.01,-0.06
17.04,-0.84,-0.02,-0.05
17.09,-1.23,0.03,-0.13
17.14,-0.95,0.02,-0.10
17.20,-1.10,-0.02,-0.05
17.25,-0.99,-0.03,-0.10
17.30,-0.91,0.02,-0.11
17.36,-1.03,-0.03,-0.06
17.41,-1.09,-0.00,-0.09
17.46,-0.74,0.01,-0.10
17.52,-0.89,-0.02,-0.05
17.57,-1.08,0.04,-0.20
17.62,-0.82,-0.01,-0.12
17.68,-1.00,-0.04,-0.05
17.73,-1.04,0.02,-0.10
17.78,-0.91,0.02,-0.17
17.84,-1.07,-0.01,-0.06
17.89,-1.00,0.01,-0.12
17.94,-0.87,-0.00,-0.01
18.00,-0.95,-0.03,-0.08
18.05,-1.04,0.03,-0.16
18.10,-0.84,-0.01,0.01
18.16,-1.25,0.01,-0.14
18.21,-0.98,0.01,-0.03
18.26,-0.90,-0.02,-0.08
18.32,-0.99,-0.01,-0.09
18.37,-1.14,0.05,-0.10
18.42,-0.79,-0.01,-0.07
18.48,-0.96,-0.04,0.00
18.53,-1.10,0.01,-0.11
18.58,-0.68,-0.00,-0.02
18.64,-1.28,0.00,-0.11
18.69,-1.00,0.07,-0.18
18.74,-0.64,-0.02,-0.03
18.80,-1.25,0.04,-0.16
18.85,-0.93,0.01,-0.14
18.90,-0.85,0.02,0.01
18.96,-1.22,-0.02,-0.03
19.01,-0.91,0.08,-0.16
19.06,-0.77,0.06,-0.02
19.12,-1.37,-0.03,-0.11
19.17,-1.11,0.10,-0.21
19.22,-0.85,-0.01,-0.00
19.28,-1.13,-0.01,-0.09
19.33,-0.87,0.04,-0.10
19.38,-0.91,0.02,-0.06
19.44,-1.06,-0.02,-0.10
19.49,-0.97,0.01,-0.10
19.54,-0.86,-0.03,-0.01
19.60,-1.20,0.00,-0.08
19.65,-1.06,0.07,-0.18
19.70,-0.74,-0.02,-0.04
19.76,-1.23,-0.02,-0.04
19.81,-1.07,0.06,-0.13
19.86,-0.78,-0.04,0.02
19.92,-1.01,-0.03,-0.05
19.97,-0.97,0.02,-0.09
20.02,-0.95,-0.02,-0.02
20.08,-1.65,-0.09,-0.17
20.13,-1.19,-0.03,-0.12
20.18,-0.83,-0.02,-0.10
20.24,-1.31,-0.04,-0.16
20.29,-0.84,0.05,-0.16
20.34,-0.95,-0.04,-0.05
20.40,-1.20,-0.01,-0.11
20.45,-0.79,0.01,-0.11
20.50,-0.92,-0.02,-0.05
20.56,-0.86,-0.02,-0.08
20.61,-0.86,0.00,-0.06
20.67,-1.06,-0.05,-0.00
20.72,-1.09,-0.00,-0.09
20.77,-0.97,0.00,-0.15
20.82,-0.85,0.02,-0.07
20.88,-0.96,0.00,-0.08
20.93,-1.07,0.02,-0.05
20.98,-0.90,-0.00,-0.03
21.04,-1.20,0.02,-0.12
21.09,-0.86,0.02,-0.07
21.14,-0.98,0.01,-0.07
21.20,-1.04,-0.00,-0.09
21.25,-0.89,0.03,-0.09
21.30,-0.95,-0.01,-0.07
21.36,-1.18,-0.01,-0.11
21.41,-0.71,0.00,-0.08
21.47,-0.98,-0.03,-0.04
21.52,-1.08,0.01,-0.02
21.57,-0.75,-0.03,-0.00
21.62,-1.04,-0.03,-0.02
21.68,-1.05,0.00,-0.11
21.73,-0.97,-0.01,-0.07
21.78,-0.94,-0.02,-0.04
21.84,-1.09,0.02,-0.08
21.89,-0.76,0.02,-0.07
21.95,-0.98,-0.09,-0.04
22.00,-1.05,0.08,-0.17
22.05,-0.77,0.01,-0.06
22.11,-1.08,-0.01,-0.05
22.16,-0.93,0.06,-0.17
22.21,-0.86,-0.01,-0.06
22.26,-1.08,-0.04,-0.06
22.32,-1.05,0.05,-0.21
22.37,-1.80,-0.03,-0.14
22.43,-0.90,-0.00,-0.05
22.48,-0.91,0.01,-0.04
22.53,-0.85,0.02,-0.05
22.59,-1.16,-0.07,-0.05
22.64,-1.08,0.03,-0.09
22.69,-0.85,0.01,-0.04
22.75,-0.98,-0.07,-0.06
22.80,-1.12,-0.02,-0.13
22.85,-0.74,-0.01,-0.03
22.91,-1.10,-0.04,-0.10
22.96,-1.07,0.01,-0.11
23.01,-0.82,0.02,-0.06
23.07,-1.18,-0.01,-0.04
23.12,-1.26,0.08,-0.16
23.17,-0.78,0.00,-0.04
23.23,-1.04,-0.04,-0.13
23.28,-1.09,0.09,-0.11
23.33,-0.75,0.08,-0.02
23.39,-1.39,-0.11,-0.06
23.44,-0.89,0.07,-0.14
23.49,-0.75,-0.04,-0.03
23.55,-1.28,-0.02,-0.06
23.60,-0.81,0.06,-0.12
23.65,-0.88,-0.01,-0.03
23.71,-1.35,0.01,-0.03
23.76,-0.96,0.06,-0.13
23.81,-0.92,0.01,-0.16
23.87,-1.08,-0.04,-0.05
23.92,-0.87,0.01,-0.07
23.97,-0.93,-0.01,-0.07
24.03,-1.18,0.01,-0.10
24.08,-1.07,0.01,-0.09
24.13,-0.91,-0.04,-0.05
24.19,-0.88,0.02,-0.04
24.24,-0.93,-0.01,-0.05
24.29,-1.02,-0.02,-0.05
24.35,-0.97,-0.00,-0.08
24.40,-0.88,-0.01,-0.04
24.45,-0.90,-0.00,-0.02
24.51,-1.06,0.01,-0.09
24.56,-0.86,0.01,-0.07
24.61,-1.09,0.04,-0.12
24.67,-1.20,0.02,-0.12
24.72,-0.80,0.03,-0.12
24.77,-1.21,-0.03,-0.06
24.83,-1.25,-0.03,-0.11
24.88,-0.82,0.04,-0.04
24.93,-1.04,-0.02,-0.07
24.99,-1.05,0.05,-0.17
25.04,-0.82,-0.02,-0.08
25.09,-1.11,-0.00,-0.07
25.15,-0.97,-0.03,-0.06
25.20,-0.86,-0.02,-0.12
25.25,-1.06,-0.04,-0.07
25.31,-0.98,-0.00,-0.08
25.36,-0.83,-0.04,-0.08
25.41,-1.07,-0.02,-0.11
25.47,-1.14,0.05,-0.12
25.52,-0.85,0.01,-0.08
25.57,-1.13,-0.00,-0.06
25.63,-0.91,0.00,-0.10
25.68,-1.02,0.05,-0.07
25.73,-0.98,-0.01,-0.04
25.79,-1.01,0.00,-0.12
25.84,-0.91,0.01,-0.08
25.89,-0.95,-0.02,-0.11
25.95,-1.02,-0.00,-0.03
26.00,-0.95,-0.01,-0.08
26.05,-0.92,-0.01,-0.08
26.11,-1.10,0.03,-0.08
26.16,-0.86,-0.01,-0.10
26.21,-1.09,-0.02,-0.10
26.27,-1.03,0.03,-0.11
26.32,-0.79,-0.02,-0.06
26.37,-1.08,-0.03,-0.08
26.43,-0.86,-0.02,-0.06
26.48,-0.77,0.02,-0.08
26.53,-1.09,-0.07,-0.09
26.59,-0.89,0.05,-0.07
26.64,-0.89,-0.03,-0.08
26.69,-1.10,-0.04,-0.11
26.75,-1.10,0.06,-0.07
26.80,-0.86,0.00,-0.08
26.85,-1.06,-0.02,-0.10
26.91,-0.96,0.01,-0.09
26.96,-0.92,0.01,-0.03
27.02,-1.11,-0.07,-0.07
27.07,-1.83,0.12,-0.09
27.12,-0.95,-0.01,-0.11
27.17,-0.95,-0.01,-0.06
27.23,-0.96,-0.01,-0.06
27.28,-0.98,-0.02,-0.13
27.33,-0.96,0.03,-0.13
27.39,-0.95,-0.00,-0.09
27.44,-1.06,-0.02,-0.07
27.50,-1.00,-0.00,-0.11
27.55,-0.99,0.01,-0.12
27.60,-0.96,0.02,-0.09
27.66,-1.00,-0.00,-0.11
27.71,-0.98,0.00,-0.11
27.76,-0.98,-0.01,-0.09
27.81,-0.97,-0.01,-0.10
27.87,-0.96,-0.01,-0.10
27.92,-0.99,0.00,-0.12
27.98,-0.97,-0.02,-0.11
28.03,-0.96,0.01,-0.11
28.08,-0.98,-0.01,-0.11
28.14,-0.98,0.01,-0.12
28.19,-0.98,-0.00,-0.11
28.24,-1.00,-0.00,-0.13
28.30,-0.97,0.00,-0.10
28.35,-0.99,0.01,-0.12
28.40,-0.98,-0.00,-0.11
28.46,-0.98,0.00,-0.11
28.51,-0.97,-0.00,-0.11
28.56,-0.97,-0.01,-0.11
28.62,-0.97,-0.00,-0.09
28.67,-0.98,-0.00,-0.11
28.72,-0.98,0.00,-0.12
28.78,-0.98,-0.00,-0.11
28.83,-0.98,0.00,-0.12
28.88,-0.99,-0.00,-0.12
28.94,-0.98,0.00,-0.12
28.99,-1.00,0.01,-0.11
29.04,-0.97,0.00,-0.10
29.10,-0.98,0.00,-0.11
29.15,-0.98,-0.01,-0.11
29.20,-0.98,-0.01,-0.11
29.26,-0.98,0.00,-0.11
29.31,-0.98,-0.00,-0.10
29.36,-0.98,0.01,-0.11
29.42,-0.98,-0.01,-0.12
29.47,-0.98,-0.01,-0.11
29.52,-0.98,-0.01,-0.12
29.58,-0.98,-0.00,-0.12
29.63,-0.98,-0.00,-0.11
29.68,-0.98,-0.00,-0.12
29.74,-0.98,-0.00,-0.11
29.79,-0.97,-0.01,-0.11
29.84,-0.95,-0.00,-0.11
29.90,-0.99,0.01,-0.12
29.95,-0.99,-0.00,-0.13
30.00,-0.98,-0.01,-0.11
30.06,-0.98,-0.00,-0.11
30.11,-0.98,-0.00,-0.12
30.16,-0.98,-0.00,-0.11
30.22,-0.98,-0.01,-0.12
30.27,-0.98,-0.00,-0.12
30.32,-0.98,-0.00,-0.11
30.38,-0.98,-0.00,-0.12
30.43,-0.98,-0.00,-0.11
30.48,-0.98,-0.00,-0.11
30.54,-0.98,-0.00,-0.11
30.59,-0.98,-0.01,-0.11
30.64,-0.98,-0.01,-0.11
30.70,-0.97,-0.00,-0.11
30.75,-0.98,-0.00,-0.11
30.80,-0.98,-0.00,-0.11
30.86,-0.98,0.00,-0.11
30.91,-0.98,-0.00,-0.11
30.96,-0.98,-0.00,-0.11
31.02,-0.98,-0.01,-0.12
31.07,-0.98,-0.00,-0.12
31.12,-0.98,0.00,-0.11
31.18,-0.96,0.00,-0.11
31.23,-0.98,-0.01,-0.11
31.28,-0.98,-0.00,-0.11
31.34,-0.98,-0.00,-0.11
31.39,-0.98,0.00,-0.12
31.44,-0.98,-0.01,-0.12
31.50,-0.98,-0.00,-0.11
31.55,-0.98,-0.00,-0.12
31.60,-0.98,-0.00,-0.11
31.66,-0.98,-0.00,-0.12
31.71,-0.98,-0.00,-0.11
31.76,-0.98,-0.00,-0.11
31.82,-0.98,-0.00,-0.11
31.87,-0.98,0.00,-0.12
31.92,-0.98,-0.01,-0.12
31.98,-0.98,-0.00,-0.12
32.03,-0.98,-0.01,-0.12
32.09,-0.98,-0.00,-0.12
32.14,-0.98,-0.00,-0.11
32.19,-0.98,-0.00,-0.12
32.25,-0.98,0.00,-0.12
32.30,-0.98,-0.00,-0.12
32.35,-0.98,-0.00,-0.11
32.40,-0.98,-0.00,-0.12
32.46,-0.98,0.00,-0.12
32.51,-0.98,-0.00,-0.12
32.57,-0.98,-0.00,-0.12
32.62,-0.98,-0.01,-0.12
32.67,-0.98,-0.00,-0.12
32.73,-0.98,-0.00,-0.12
32.78,-0.98,-0.00,-0.11
32.83,-0.98,-0.00,-0.12
32.88,-0.98,-0.00,-0.12
32.94,-0.98,0.00,-0.12
32.99,-0.98,-0.01,-0.11
33.05,-0.98,-0.00,-0.12
33.10,-0.98,-0.00,-0.11
33.15,-0.98,-0.00,-0.12
33.21,-0.98,-0.00,-0.12
33.26,-0.98,-0.00,-0.12
33.31,-0.98,-0.01,-0.12
33.37,-0.98,-0.01,-0.12
33.42,-0.98,0.00,-0.12
33.47,-0.98,-0.01,-0.12
33.53,-0.98,-0.00,-0.12
33.58,-0.98,-0.01,-0.12
33.63,-0.98,-0.01,-0.12
33.69,-0.98,-0.00,-0.12
33.74,-0.98,-0.01,-0.12
33.79,-0.98,-0.00,-0.12
33.85,-0.98,0.00,-0.11
33.90,-0.98,-0.01,-0.12
33.95,-0.98,-0.00,-0.12
